loc_rowid,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_dens,st_dist,gaia_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_rvamp,pl_eqt,pl_bmasse,pl_rade,pl_trandep,pl_trandur,pl_mnum,st_radv,st_logg,st_lum,st_dens,st_metfe,st_age,st_vsini
2030,1,8.74199772,,,,,1122.00,21448.65,15.364,15.376,5675.00,0.96,0.95,,,,1.660,,0.1790400,0,,4.47,,,0.010,4.270,
2031,1,48.05140500,,,,,740.00,954.18,15.033,15.100,5256.00,0.86,0.81,,,,1.330,,0.3182500,0,,4.56,,,-0.010,4.170,
2032,1,44.20080000,,,,,310.00,312.67,13.509,13.516,5097.00,0.82,0.78,,,,1.190,,0.1949200,0,,4.58,,,-0.010,4.680,
2033,1,4.94278200,0.057140,0.060000,87.440,0.93000,755.38,755.38,13.758,13.714,5515.00,1.02,0.99,78.700,,209.76000,10.760,1.126500,0.1458000,0,-20.00,4.46,-0.087,1.4700,0.360,3.700,2.0000
2034,5,3.42805400,0.044000,,,,914.40,914.40,14.985,14.974,5560.00,,0.94,,,,1.250,,0.0962000,0,,4.47,,,,,
2035,5,7.38199800,0.073000,,,,914.40,914.40,14.985,14.974,5560.00,,0.94,,,,3.690,,0.1302000,0,,4.47,,,,,
2036,5,12.56093000,0.104000,,,,914.40,914.40,14.985,14.974,5560.00,,0.94,,,,2.790,,0.1568000,0,,4.47,,,,,
2037,5,30.82655700,0.189000,,,,914.40,914.40,14.985,14.974,5560.00,,0.94,,,,3.120,,0.2273000,0,,4.47,,,,,
2038,5,637.20930000,1.240000,,90.000,,914.40,914.40,14.985,14.974,5560.00,,0.94,,,,3.640,,0.5587500,0,,4.47,,,,,
2039,1,15.03301050,,,,,904.00,1261.68,14.606,14.580,5845.00,1.00,1.00,,,,1.200,,0.2256700,0,,4.44,,,-0.050,4.070,
2040,1,14.55645330,,,,,888.00,765.61,13.710,13.646,6229.00,1.20,1.30,,,,1.560,,0.1904000,0,,4.28,,,0.040,2.750,
2041,1,41.70836290,,,,,1540.00,1581.53,14.155,14.093,6666.00,1.44,1.72,,,,3.180,,0.3500400,0,,4.13,,,0.050,1.700,
2042,1,96.16987000,,,,,850.00,1267.77,15.796,15.786,5069.00,0.77,0.74,,,,2.270,,0.3112900,0,,4.59,,,-0.190,5.130,
2043,1,82.30400300,,,,,1029.00,2636.87,15.654,15.631,5393.00,0.85,0.81,,,,2.130,,0.5767900,0,,4.55,,,-0.170,4.470,
2044,1,30.86093660,,,,,359.00,502.14,12.988,12.926,5686.00,0.93,0.86,,,,0.930,,0.1712100,0,,4.54,,,-0.180,1.700,
2045,1,14.03291540,,,,,1318.00,2543.82,15.652,15.624,5676.00,0.95,0.93,,,,1.320,,0.2851700,0,,4.49,,,-0.050,3.980,
2046,1,16.05062130,,,,,342.00,323.47,13.136,13.104,5410.00,0.89,0.85,,,,0.840,,0.1224600,0,-24.51,4.53,,,-0.030,4.570,
2047,1,20.70565040,,,,,892.00,1306.90,14.276,14.347,6158.00,1.14,1.22,,,,1.330,,0.3762100,0,,4.32,,,0.010,2.690,
2048,1,25.43381970,,,,,1277.00,2128.68,15.386,15.332,5780.00,1.00,0.99,,,,1.850,,0.2676700,0,,4.45,,,0.030,3.980,
2049,2,15.22895800,0.116000,,,,662.19,662.19,14.769,14.719,5460.00,,0.83,,,,3.060,,0.1102000,0,,4.55,,,,,
2050,2,24.67461200,0.160000,,,,662.19,662.19,14.769,14.719,5460.00,,0.83,,,,2.090,,0.1256000,0,,4.55,,,,,
2051,1,84.70392100,,,,,1615.00,1780.47,15.169,15.142,6200.00,1.19,1.28,,,,3.360,,0.4352900,0,,4.29,,,0.040,2.750,
2052,1,23.23827920,,,,,897.00,1541.25,13.932,13.502,6064.00,1.17,1.29,,,,1.680,,0.3412900,0,,4.28,,,0.140,3.310,
2053,1,20.35972599,,,,,162.00,315.28,13.393,13.263,4372.00,0.73,0.67,,,,1.180,,0.0798500,0,-19.67,4.64,,,0.200,1.780,
2054,1,160.88465087,,,,,384.00,352.79,12.888,12.956,5617.00,0.99,0.97,,,,8.460,,0.4480670,0,,4.46,,,0.140,3.980,
2055,1,217.83176260,,,,,379.00,401.85,11.690,11.829,6251.00,1.21,1.22,,,,11.820,,0.8876540,0,-26.60,4.35,,,0.140,1.580,
2056,1,214.31141640,,,,,504.00,547.78,12.040,11.998,6511.00,1.30,1.41,,,,9.550,,0.6738920,0,,4.26,,,0.070,1.820,
2057,1,7.25931979,,,,,872.00,1413.79,14.461,14.447,5904.00,1.04,1.07,,,,1.750,,0.2582500,0,,4.40,,,0.030,4.070,
2058,1,5.54608367,,,,,869.00,868.39,12.252,12.174,7010.00,1.58,1.95,,,,9.760,,0.0997040,0,,4.06,,,0.010,1.380,
2059,1,5.11177904,,,,,1140.00,927.58,13.306,13.280,6846.00,1.54,1.88,,,,3.050,,0.1233000,0,,4.08,,,0.060,1.480,
2060,1,240.79893970,,,,,858.00,1503.43,14.822,14.803,5644.00,0.94,0.91,,,,7.060,,0.6850800,0,,4.50,,,-0.070,3.980,
2061,2,18.20797300,0.124000,,,,446.77,446.77,14.290,14.244,5088.00,,0.72,,,,2.790,,0.1565000,0,,4.61,,,,,
2062,2,88.25505500,0.356000,,,,446.77,446.77,14.290,14.244,5088.00,,0.72,,,,2.390,,0.1682000,0,,4.61,,,,,
2063,1,0.65355357,,,,,636.00,618.56,15.692,15.693,4677.00,0.76,0.71,,,,5.770,,0.0641620,0,,4.61,,,0.040,4.470,
2064,1,47.14840805,,,,,227.00,208.22,12.860,12.848,5042.00,0.81,0.76,,,,2.500,,0.1277830,0,-21.95,4.59,,,-0.050,4.470,
2065,1,1.84788917,,,,,690.00,833.66,14.216,14.196,5706.00,0.96,0.93,,,,1.730,,0.0788920,0,,4.49,,,-0.070,3.890,
2066,1,0.93875077,,,,,918.00,887.36,14.860,14.837,5708.00,0.97,0.96,,,,1.580,,0.0579210,0,,4.46,,,0.000,4.370,
2067,1,70.96746030,,,,,506.00,386.00,12.720,12.700,6179.00,1.17,1.25,,,,3.540,,0.2874670,0,,4.31,,,0.040,2.880,
2068,1,2.41660118,,,,,396.00,387.25,12.737,12.692,5748.00,1.07,1.04,,,,0.910,,0.0819000,0,-18.79,4.44,,,0.270,2.820,
2069,1,3.90863200,,,,,576.00,564.41,15.646,15.655,4601.00,0.73,0.69,,,,2.430,,0.0767790,0,,4.62,,,-0.010,4.680,
2070,1,160.12991800,,,,,1560.00,1941.65,15.130,15.078,6224.00,1.21,1.32,,,,4.770,,0.5490000,0,,4.27,,,0.070,2.820,
2071,1,1.79111021,,,,,916.00,837.20,14.496,14.476,5857.00,1.03,1.03,,,,1.460,,0.0874200,0,,4.43,,,0.030,3.890,
2072,1,5.33905686,,,,,683.00,673.68,15.362,15.388,5048.00,0.81,0.77,,,,2.100,,0.0687790,0,,4.58,,,-0.030,4.790,
2073,2,18.87022700,0.129000,,,,465.53,465.53,14.262,14.249,5404.00,,0.89,,,,2.920,,0.1281000,0,,4.45,,,,,
2074,2,46.90232000,0.237000,,,,465.53,465.53,14.262,14.249,5404.00,,0.89,,,,2.530,,0.1594000,0,,4.45,,,,,
2075,2,2.59044340,,,,,552.00,496.89,14.026,14.005,5477.00,0.92,0.88,,,,1.640,,0.0900750,0,,4.52,,,0.030,4.270,
2076,2,5.32274060,,,,,552.00,496.89,14.026,14.005,5477.00,0.92,0.88,,,,1.650,,0.1071300,0,,4.52,,,0.030,4.270,
2077,1,1.13854338,,,,,670.00,679.41,13.194,13.171,6260.00,1.16,1.27,,,,1.110,,0.0871750,0,,4.29,,,-0.030,2.820,
2078,1,1.09366356,,,,,824.00,816.72,14.815,14.803,5559.00,0.91,0.88,,,,1.350,,0.0618290,0,,4.51,,,-0.100,4.270,
2079,1,308.54710000,,,,,852.00,994.21,13.215,13.168,6431.00,1.31,1.51,,,,3.460,,0.7693300,0,,4.20,,,0.030,2.190,
2080,1,5.71668872,,,,,1107.00,,15.665,16.235,5442.00,0.90,0.86,,,,1.890,,0.0816300,0,,4.52,,,-0.010,4.570,
2081,1,138.94420000,,,,,879.00,921.50,14.208,14.180,6021.00,1.08,1.11,,,,2.550,,0.4356700,0,,4.38,,,0.000,3.470,
2082,1,364.75803100,,,,,401.00,391.56,15.188,15.141,4434.00,0.71,0.67,,,,3.140,,0.5419200,0,,4.64,,,0.050,2.950,
2083,1,1.44445380,,,,,503.00,525.06,14.536,14.546,5079.00,0.81,0.77,,,,1.180,,0.0406170,0,,4.58,,,-0.080,5.010,
2084,1,175.13881900,,,,,1291.00,1162.68,15.245,15.228,5837.00,1.03,1.03,,,,2.820,,0.4444200,0,,4.42,,,0.020,4.370,
2085,1,133.30367410,,,,,788.00,764.52,15.307,15.309,5176.00,0.84,0.80,,,,2.700,,0.3090000,0,,4.57,,,-0.010,4.790,
2086,5,33.04053200,0.198000,,,,939.89,939.89,14.534,14.512,5690.00,,1.00,,,,2.260,,0.1398000,0,,4.42,,,,,
2087,5,62.30327600,0.303000,,,,939.89,939.89,14.534,14.512,5690.00,,1.00,,,,2.950,,0.3129000,0,,4.42,,,,,
2088,5,20.54981883,,,,,939.89,939.89,14.534,14.512,5690.00,,1.00,,,,3.840,,0.2274420,0,,4.42,,,,,
2089,5,3.93276465,,,,,939.89,939.89,14.534,14.512,5690.00,,1.00,,,,1.500,,0.1215250,0,,4.42,,,,,
2090,5,9.91935684,,,,,939.89,939.89,14.534,14.512,5690.00,,1.00,,,,1.500,,0.1767000,0,,4.42,,,,,
2091,1,125.41311770,,,,,262.00,246.71,14.073,14.083,4540.00,0.74,0.69,,,,2.490,,0.0922250,0,,4.63,,,0.100,2.510,
2092,1,8.40691199,,,,,414.00,421.77,13.801,13.791,5282.00,0.86,0.81,,,,1.160,,0.0782710,0,,4.56,,,-0.040,4.470,
2093,4,3.95116882,,,,,336.00,403.73,12.639,12.588,5564.00,0.94,0.99,,,,0.760,,0.1079830,0,-8.14,4.41,,,0.060,8.510,
2094,4,2.89223021,,,,,336.00,403.73,12.639,12.588,5564.00,0.94,0.99,,,,0.650,,0.1086300,0,-8.14,4.41,,,0.060,8.510,
2095,4,5.99273738,,,,,336.00,403.73,12.639,12.588,5564.00,0.94,0.99,,,,0.870,,0.1061920,0,-8.14,4.41,,,0.060,8.510,
2096,4,5.10115756,,,,,336.00,403.73,12.639,12.588,5564.00,0.94,0.99,,,,0.760,,0.1089600,0,-8.14,4.41,,,0.060,8.510,
2097,1,6.96710269,,,,,1114.00,946.81,13.487,13.419,6561.00,1.39,1.65,,,,2.710,,0.1517900,0,-7.87,4.14,,,0.070,1.910,35.0000
2098,1,168.81117400,,,,,349.00,338.36,14.061,14.039,4886.00,0.81,0.74,,,,1.780,,0.2710000,0,,4.61,,,0.020,2.340,
2099,1,163.69234900,,,,,688.00,745.39,15.031,15.033,5201.00,0.84,0.80,,,,2.700,,0.2856700,0,,4.57,,,-0.060,4.470,
2100,1,19.59749710,,,,,994.00,956.98,15.412,15.368,5623.00,0.95,0.93,,,,3.130,,0.1695400,0,,4.48,,,0.010,3.720,
2101,1,0.69297968,,,,,665.00,688.09,13.447,13.408,6078.00,1.12,1.18,,,,0.900,,0.0450800,0,,4.34,,,0.040,3.390,
2102,1,124.82867900,,,,,1150.00,894.53,15.259,15.245,5706.00,0.99,0.97,,,,2.640,,0.2639200,0,,4.46,,,0.050,4.370,
2103,1,214.88654500,,,,,792.00,821.84,15.188,15.152,5324.00,0.88,0.84,,,,2.570,,0.4212000,0,,4.54,,,0.020,4.790,
2104,2,5.93119400,0.056000,,,,295.99,295.99,14.258,14.240,4508.00,,0.62,,,,2.090,,0.0988000,0,,4.68,,,,,
2105,2,52.66179300,0.242000,,,,295.99,295.99,14.258,14.240,4508.00,,0.62,,,,2.240,,0.1328000,0,,4.68,,,,,
2106,1,225.58280900,,,,,1202.00,1220.03,14.900,14.884,5991.00,1.07,1.11,,,,3.020,,0.4658700,0,,4.38,,,0.010,3.550,
2107,1,24.49736980,,,,,1560.00,1525.93,15.152,15.098,6136.00,1.14,1.22,,,,2.660,,0.2117100,0,,4.32,,,0.010,2.880,
2108,1,184.77185300,,,,,618.00,786.31,14.838,14.931,5202.00,0.85,0.78,,,,2.470,,0.4044200,0,,4.58,,,-0.070,3.310,
2109,1,4.24261881,,,,,719.00,706.48,14.955,14.991,5288.00,0.85,0.81,,,,1.150,,0.1107500,0,,4.56,,,-0.090,4.570,
2110,1,198.08877400,,,,,982.00,972.65,15.717,15.715,5297.00,0.84,0.81,,,,2.900,,0.3383800,0,,4.56,,,-0.100,4.680,
2111,1,8.10501635,,,,,1382.00,2140.93,15.353,15.326,5866.00,1.04,1.06,,,,1.610,,0.1851200,0,,4.40,,,0.030,4.370,
2112,1,8.82713457,,,,,1060.00,970.46,15.247,15.298,5608.00,0.97,0.95,,,,1.960,,0.0869200,0,,4.47,,,0.080,4.900,
2113,1,3.74032496,,,,,1532.00,1436.56,15.331,15.299,6099.00,1.11,1.17,,,,1.530,,0.1016300,0,,4.34,,,0.020,3.310,
2114,1,3.50470358,,,,,343.00,328.83,13.632,13.600,5101.00,0.83,0.79,,,,0.680,,0.0837000,0,,4.57,,,0.000,4.900,
2115,1,0.97191543,,,,,580.00,625.76,14.500,14.488,5316.00,0.86,0.82,,,,0.720,,0.0678800,0,,4.55,,,-0.040,4.270,
2116,2,4.97345600,0.054000,,,,449.22,449.22,14.172,14.156,5094.00,,0.81,,,,2.300,,0.0658000,0,,4.55,,,,,
2117,2,15.90680100,0.117000,,,,449.22,449.22,14.172,14.156,5094.00,,0.81,,,,2.550,,0.1660000,0,,4.55,,,,,
2118,1,3.03195744,,,,,529.00,509.87,13.421,13.385,5815.00,1.02,1.02,,,,0.890,,0.0690400,0,,4.43,,,0.040,4.170,
2119,1,1.00520701,,,,,993.00,859.36,14.658,14.648,5957.00,1.07,1.11,,,,1.090,,0.0675000,0,,4.38,,,0.040,3.390,
2120,1,64.27377520,,,,,1315.00,2190.84,15.589,15.273,5760.00,1.02,1.05,,,,3.550,,0.4065000,0,,4.41,,,0.110,4.790,
2121,1,3.43276598,,,,,547.00,1697.74,13.583,13.568,5765.00,1.00,0.99,,,,0.750,,0.1731700,0,,4.45,,,0.020,4.070,
2122,1,18.05403810,,,,,872.00,933.00,15.004,14.953,5528.00,0.93,0.90,,,,1.470,,0.1837100,0,,4.50,,,0.030,4.570,
2123,1,1.53818844,,,,,657.00,641.29,15.329,15.432,4940.00,0.76,0.73,,,,1.190,,0.0709250,0,,4.60,,,-0.160,5.620,
2124,1,0.53991524,,,,,511.00,472.94,14.311,14.312,5254.00,0.84,0.81,,,,0.790,,0.0474600,0,,4.56,,,-0.070,5.010,
2125,1,153.97957800,,,,,1226.00,1248.79,15.672,15.632,5655.00,0.95,0.93,,,,2.730,,0.3747500,0,,4.49,,,-0.030,4.170,
2126,1,20.92539200,,,,,883.00,941.12,13.966,13.945,5956.00,1.09,1.19,,,,1.300,,0.2757100,0,,4.32,,,0.090,4.570,
2127,1,5.79180156,,,,,1050.00,971.70,13.960,13.932,6319.00,1.25,1.40,,,,1.680,,0.1363700,0,,4.24,,,0.060,2.450,
2128,3,1.73234200,0.028000,,,,791.27,791.27,14.002,14.037,5774.00,,1.04,,,,1.320,,0.0911000,0,,4.39,,,,,
2129,3,13.54050000,0.110000,,,,791.27,791.27,14.002,14.037,5774.00,,1.04,,,,2.240,,0.1881000,0,,4.39,,,,,
2130,3,7.02573474,,,,,791.27,791.27,14.002,14.037,5774.00,,1.04,,,,1.460,,0.0879750,0,,4.39,,,,,
2131,1,26.54895500,,,,,463.00,943.83,13.961,13.970,5550.00,0.92,0.89,,,,1.070,,0.3324600,0,,4.50,,,-0.040,4.170,
2132,1,3.38555488,,,,,802.00,688.64,13.767,13.770,6297.00,1.23,1.39,,,,1.520,,0.0797500,0,,4.24,,,0.040,2.340,
2133,1,5.49548621,,,,,600.00,973.17,13.950,13.718,5618.00,0.97,0.95,,,,0.940,,0.1046300,0,,4.47,,,0.080,4.790,
2134,1,2.61575540,,,,,1180.00,1518.60,15.180,15.169,5808.00,1.01,1.00,,,,1.200,,0.1099600,0,,4.44,,,0.020,4.070,
2135,1,6.94243340,,,,,1275.00,1441.27,15.158,15.094,5892.00,1.06,1.08,,,,1.290,,0.1413000,0,,4.40,,,0.080,3.800,
2136,1,2.55314213,,,,,1170.00,1292.46,15.424,15.418,5667.00,0.95,0.92,,,,1.310,,0.0774200,0,,4.49,,,-0.070,4.170,
2137,1,6.98471973,,,,,539.00,467.13,13.382,13.335,5876.00,1.05,1.06,,,,1.040,,0.1134600,0,,4.40,,,0.050,4.070,
2138,1,6.30560247,,,,,543.00,517.56,15.056,15.057,4862.00,0.78,0.74,,,,1.130,,0.1028300,0,,4.60,,,0.000,4.270,
2139,1,1.45088691,,,,,1016.00,1096.87,15.369,15.328,5545.00,0.90,0.86,,,,1.040,,0.0742100,0,,4.53,,,-0.130,4.270,
2140,1,0.84990789,,,,,466.00,370.61,15.220,15.248,4584.00,0.75,0.70,,,,0.840,,0.0455210,0,,4.63,,,0.110,2.240,
2141,2,16.70918400,0.111000,,,,318.06,318.06,14.427,14.417,4623.00,,0.62,,,,2.120,,0.1152000,0,,4.66,,,,,
2142,2,28.55138300,0.158000,,,,318.06,318.06,14.427,14.417,4623.00,,0.62,,,,1.900,,0.1770000,0,,4.66,,,,,
2143,1,56.64492790,,,,,872.00,1031.50,12.561,12.576,6228.00,1.47,2.15,,,,2.110,,0.6282900,0,-9.01,3.94,,,0.120,2.750,
2144,1,6.28385491,,,,,443.00,500.23,12.400,12.353,6022.00,1.12,1.23,,,,0.800,,0.1718300,0,-6.34,4.31,,,0.070,4.170,
2145,1,4.83817712,,,,,112.00,79.07,17.058,16.414,3208.00,0.28,0.30,,,,1.490,,0.0525000,0,,4.93,,,0.480,7.760,
2146,1,9.32807355,,,,,357.00,408.69,12.897,12.841,5645.00,0.94,0.91,,,,0.600,,0.1640000,0,-76.09,4.49,,,-0.070,4.270,
2147,1,13.39970990,,,,,1325.00,1476.59,14.924,14.884,6069.00,1.10,1.13,,,,1.610,,0.1471700,0,,4.37,,,0.000,3.310,
2148,1,3.58274630,,,,,1269.00,969.44,15.965,15.977,5538.00,0.94,0.91,,,,1.790,,0.0642100,0,,4.50,,,0.080,4.370,
2149,1,15.60492120,,,,,864.00,561.49,13.096,13.056,6681.00,1.45,1.75,,,,1.520,,0.1883700,0,,4.12,,,0.060,1.700,
2150,1,9.40604670,,,,,907.00,1057.69,14.090,14.032,5933.00,1.08,1.22,,,,1.330,,0.2150400,0,,4.30,,,0.070,5.010,
2151,1,7.84931739,,,,,658.00,949.35,13.858,13.821,5817.00,0.96,0.99,,,,0.760,,0.1556700,0,,4.43,,,-0.140,5.500,
2152,1,0.99166527,,,,,1418.00,1579.38,14.978,14.965,6166.00,1.18,1.25,,,,1.090,,0.0990800,0,,4.32,,,0.080,2.750,
2153,2,10.13962300,0.082000,,,,377.79,377.79,14.902,14.888,4625.00,,0.66,,,,2.380,,0.1122000,0,,4.65,,,,,
2154,2,43.59579200,0.218000,,,,377.79,377.79,14.902,14.888,4625.00,,0.66,,,,3.410,,0.2147000,0,,4.65,,,,,
2155,1,7.61760804,,,,,900.00,788.62,14.110,14.077,6053.00,1.11,1.16,,,,1.140,,0.1449600,0,,4.35,,,0.030,3.390,
2156,1,8.18504949,,,,,1090.00,1478.62,14.686,14.658,6082.00,1.10,1.16,,,,1.270,,0.1755800,0,,4.35,,,0.010,3.240,
2157,1,3.05710069,,,,,1349.00,1717.89,14.803,14.786,6213.00,1.18,1.28,,,,1.540,,0.1467900,0,,4.29,,,0.040,2.690,
2158,1,174.50983500,,,,,755.00,649.83,15.873,15.884,4995.00,0.81,0.77,,,,3.170,,0.2957500,0,,4.59,,,0.020,3.630,
2159,1,2.71603809,,,,,1100.00,1004.80,14.801,14.741,5946.00,1.06,1.08,,,,1.060,,0.0774600,0,,4.39,,,0.030,3.890,
2160,1,4.56380468,,,,,841.00,865.69,15.448,15.401,5203.00,0.84,0.80,,,,1.230,,0.0967000,0,,4.56,,,-0.020,4.680,
2161,1,66.37337900,,,,,1166.00,2295.01,15.370,15.366,5706.00,0.95,0.92,,,,1.900,,0.4658700,0,,4.49,,,-0.110,3.890,
2162,1,2.94654179,,,,,1255.00,1265.57,14.144,14.115,6377.00,1.25,1.39,,,,1.060,,0.1367000,0,,4.24,,,0.020,2.400,
2163,1,4.34195123,,,,,734.00,631.10,13.874,13.814,5940.00,1.07,1.09,,,,0.950,,0.1123300,0,,4.39,,,0.040,3.800,
2164,1,122.36355300,,,,,1004.00,1380.89,14.945,14.902,5767.00,0.99,0.99,,,,1.620,,0.3883000,0,,4.45,,,0.020,4.270,
2165,1,228.77600000,0.704800,0.006900,90.032,0.96400,75.25,75.25,11.762,11.747,4450.00,0.69,0.65,,,105.83300,8.449,,,0,-32.36,4.65,,3.5630,-0.300,,
2166,2,4.30942700,0.050000,,,,962.92,962.92,14.619,14.616,5857.00,,0.88,,,,1.540,,0.1259000,0,,4.51,,,,,
2167,2,13.69908700,0.109000,,,,962.92,962.92,14.619,14.616,5857.00,,0.88,,,,3.610,,0.2003000,0,,4.51,,,,,
2168,1,386.37054800,,,,,992.00,1061.11,15.825,15.814,5214.00,0.86,0.82,,,,3.130,,0.4562000,0,,4.55,,,0.070,4.680,
2169,1,2.20921951,,,,,660.00,656.65,13.764,13.678,5869.00,1.04,1.07,,,,0.820,,0.1138000,0,,4.40,,,0.050,4.270,
2170,1,11.17931605,,,,,815.00,641.44,13.352,13.301,6296.00,1.22,1.36,,,,1.340,,0.1267900,0,,4.25,,,0.020,2.510,
2171,1,2.27163926,,,,,1751.00,2936.55,15.332,15.340,6241.00,1.21,1.31,,,,1.290,,0.1684600,0,,4.28,,,0.070,2.820,
2172,1,0.68368426,,,,,562.00,549.72,14.915,14.899,4976.00,0.81,0.76,,,,1.410,,0.0416380,0,,4.59,,,0.020,4.170,
2173,1,85.75654950,,,,,224.00,554.91,12.429,12.413,5280.00,0.86,0.82,,,,1.080,,0.2417500,0,-41.69,4.55,,,-0.010,4.680,
2174,1,196.43522400,,,,,880.00,851.41,15.139,15.106,5422.00,0.90,0.86,,,,2.070,,0.3584200,0,,4.53,,,0.010,4.270,
2175,1,13.64736760,,,,,735.00,1334.37,13.897,13.875,6116.00,1.14,1.21,,,,0.920,,0.3237100,0,,4.33,,,0.050,3.160,
2176,1,16.47356860,,,,,832.00,976.15,15.889,15.895,4992.00,0.75,0.72,,,,1.730,,0.1762900,0,,4.61,,,-0.240,5.130,
2177,1,114.34219000,,,,,1483.00,1926.32,15.015,14.937,6132.00,1.18,1.27,,,,2.220,,0.5417100,0,,4.29,,,0.100,3.020,
2178,2,4.92135500,0.054000,,,,440.15,440.15,14.196,14.192,5078.00,,0.81,,,,2.120,,0.0780000,0,,4.55,,,,,
2179,2,7.06424000,0.068000,,,,440.15,440.15,14.196,14.192,5078.00,,0.81,,,,2.050,,0.0563000,0,,4.55,,,,,
2180,1,8.70181574,,,,,1063.00,885.59,15.850,15.814,5383.00,0.91,0.87,,,,1.610,,0.1257900,0,,4.52,,,0.100,4.680,
2181,1,5.17624290,,,,,686.00,27199.21,14.435,14.412,5605.00,0.94,0.93,,,,0.810,,0.2146000,0,,4.49,,,0.010,5.010,
2182,1,3.91795101,,,,,837.00,781.78,14.750,14.716,5643.00,0.96,0.94,,,,1.030,,0.1077500,0,,4.48,,,0.030,4.570,
2183,1,1.51842990,,,,,855.00,1576.23,14.118,14.068,6005.00,1.08,1.12,,,,2.080,,0.1422500,0,,4.37,,,0.010,3.550,
2184,1,3.94661410,,,,,982.00,1232.90,15.923,15.941,5121.00,0.79,0.76,,,,1.490,,0.1181700,0,,4.58,,,-0.170,5.500,
2185,1,47.31261920,,,,,940.00,1452.13,14.553,14.524,5865.00,1.04,1.05,,,,2.060,,0.4438300,0,,4.42,,,0.060,3.890,
2186,1,6.76284377,,,,,862.00,1176.45,13.499,13.429,6266.00,1.21,1.34,,,,1.020,,0.2446700,0,,4.26,,,0.020,2.750,
2187,1,27.47855720,,,,,813.00,922.16,13.630,13.656,6167.00,1.15,1.22,,,,1.200,,0.3460400,0,,4.32,,,0.010,3.020,
2188,1,6.10826019,,,,,1238.00,1274.02,13.606,13.566,6620.00,1.41,1.65,,,,1.260,,0.1520400,0,,4.15,,,0.040,1.780,
2189,1,23.62259130,,,,,520.00,750.75,13.341,13.299,5852.00,1.00,1.00,,,,0.760,,0.2726700,0,,4.44,,,-0.070,4.270,
2190,2,6.91979800,0.069000,,,,877.01,877.01,14.248,14.223,5816.00,,0.96,,,,1.260,,0.1391000,0,,4.44,,,,,
2191,2,19.44635500,0.137000,,,,877.01,877.01,14.248,14.223,5816.00,,0.96,,,,3.030,,0.1470000,0,,4.44,,,,,
2192,1,101.95182900,,,,,773.00,,13.658,13.623,6157.00,1.15,1.23,,,,1.610,,0.2495400,0,,4.31,,,0.030,3.020,
2193,1,92.26371400,,,,,1461.00,1709.43,15.015,15.011,6158.00,1.15,1.24,,,,2.160,,0.4109200,0,,4.31,,,0.030,2.690,
2194,1,10.81187370,,,,,927.00,815.16,13.385,13.344,6436.00,1.31,1.50,,,,1.470,,0.1087900,0,,4.20,,,0.040,2.190,
2195,1,4.36128348,,,,,986.00,857.91,14.951,14.924,5772.00,1.00,1.00,,,,1.310,,0.0857500,0,,4.44,,,0.040,4.270,
2196,1,3.29030452,,,,,199.00,260.88,15.669,15.668,3636.00,0.50,0.47,,,,5.700,,0.0729380,0,,4.78,,,0.060,4.470,
2197,1,287.37894900,,,,,1213.00,2460.33,15.756,15.763,5677.00,0.96,0.94,,,,6.060,,0.7869200,0,,4.48,,,0.010,4.370,
2198,1,4.13962966,,,,,1718.00,1424.26,14.275,14.224,6826.00,1.51,1.85,,,,2.020,,0.1368300,0,,4.08,,,0.040,1.550,
2199,1,7.20283653,,,,,311.00,320.28,13.028,13.049,5445.00,0.87,0.84,,,,3.690,,0.1202500,0,,4.54,,,-0.100,4.680,
2200,1,76.37803300,,,,,352.00,,16.595,16.953,3724.00,0.55,0.52,,,,6.430,,0.2063300,0,-16.36,4.74,,,0.170,5.130,4.3000
2201,1,3.87595807,,,,,390.00,339.36,12.750,12.714,5776.00,1.01,1.01,,,,0.770,,0.0927500,0,-15.42,4.44,,,0.050,4.270,5.9000
2202,2,7.81093700,0.078000,,,,703.69,703.69,14.415,14.380,5776.00,,0.92,,,,1.050,,0.1400000,0,,4.52,,,,,
2203,2,21.34726200,0.152000,,,,703.69,703.69,14.415,14.380,5776.00,,0.92,,,,2.260,,0.1569000,0,,4.52,,,,,
2204,1,509.99740200,,,,,278.00,334.40,14.150,14.205,4736.00,0.66,0.63,,,,2.190,,0.3533700,0,,4.66,,,-0.460,5.010,
2205,1,4.09513932,,,,,1190.00,1354.99,15.524,15.495,5679.00,0.97,0.95,,,,1.350,,0.0803800,0,,4.47,,,0.040,4.170,
2206,1,448.30355800,,,,,584.00,731.88,13.093,13.066,6137.00,1.12,1.19,,,,2.470,,0.5297100,0,-56.53,4.33,,,0.000,3.090,
2207,1,186.40427100,,,,,811.00,1151.97,13.435,13.392,6256.00,1.20,1.32,,,,1.580,,0.4358000,0,,4.27,,,0.020,2.820,
2208,1,374.87623900,,,,,654.00,628.42,14.508,14.486,5474.00,0.92,0.89,,,,3.190,,0.4720000,0,,4.51,,,0.020,4.470,
2209,1,469.63111000,,,,,1084.00,1102.63,15.696,15.693,5347.00,0.89,0.85,,,,3.640,,0.5648300,0,,4.53,,,0.060,4.900,
